#药材名称	异名
仙掌子	千岁子
仙掌子	凤栗
仙鹤草	狼牙草
仙鹤草	龙牙草
仙鹤草	瓜香草
仙鹤草	石打穿
仙鹤草	铁胡蜂
仙鹤草	地蜈蚣
仙鹤草	金顶龙芽
仙鹤草	子母草
仙鹤草	毛脚茵
仙鹤草	乌脚鸡
仙鹤草	龙头草
仙鹤草	寸八节
仙鹤草	脱力草
仙鹤草	刀口药
仙鹤草	大毛药
仙鹤草	毛将军
仙鹤草	鸡爪沙
仙鹤草	路边黄
仙鹤草	五蹄风
仙鹤草	牛头草
仙鹤草	泻痢草
仙鹤草	黄花仔
仙鹤草	子不离母
仙鹤草	父子草
仙鹤草	毛鸡草
白及	甘根
白及	连及草
白及	臼根
白及	白给
白及	冰球子
白及	白鸟儿头
白及	地螺丝
白及	羊角七
白及	千年棕
白及	君求子
白及	一兜棕
白及	白鸡儿
白及	皲口药
白及	利知子
白贝	贝子
白贝	贝齿
白贝	白海则
白贝	海肥
白贝	白贝齿
白术	山蓟
白术	杨枪蓟
白术	术
白术	山芥
白术	天蓟
白术	山姜
白术	山连
白术	山精
白术	乞力伽
白术	冬白术
白芍	白芍药
白芍	金芍药
白苣	石苣
白苣	千层剥
白芷	蘸
白芷	芷
白芷	芳香
白芷	苻萬
白芷	泽芬
白芷	蔬
白芷	白苣
白芷	香白芷
白苋	细苋
白苋	糠苋
白苋	野苋
白苋	猪苋
白矾	矾石
白矾	羽涅
白矾	羽泽
白矾	理石
白矾	白君
白矾	明矾
白矾	雪矾
白矾	云母矾
白矾	生矾
白果	鸭脚子
白果	灵眼
白果	佛指甲
白鱼	鲌鱼
白鱼	稣鱼
白鱼	白扁鱼
白垩	白涂
白垩	白善土
白垩	白恶
白垩	白土子
白垩	画粉
白垩	白土
白炭	火炭
白炭	无纹炭
白炭	木炭
白炭	焊炭
白前	石蓝
白前	嗽药
白前	鹅管白前
白前	竹叶白前
白梅	盐梅
白梅	霜梅
白梅	白霜梅
白鹇	白䳑
白鹇	白翰
白鹇	朝雉
白鹇	翰雉
白鹇	白鹑
白鹇	文翰
白鹇	越禽
白鹇	银鸡
白鹇	银雉
白蒿	蘩
白蒿	皤蒿
白蒿	由胡
白蒿	莓母
白蒿	旁勃
白蒿	白艾蒿
白蒿	蓬蒿
白蒿	大子蒿
白蒿	臭蒿子
白鼓	兔核
白鼓	白根
白鼓	昆仑
白鼓	猫儿卵
白鼓	鹅抱蛋
白鼓	见肿消
白鼓	穿山老鼠
白鼓	白水罐
白鼓	山地瓜
白鼓	铁老鼠
白鼓	母鸡带仔
白鼓	老鼠瓜薯
白鼓	野红薯
白鼓	地老鼠
白鼓	野番薯
白薇	茸
白薇	春草
白薇	芒草
白薇	白幕
白薇	薇草
白薇	骨美
白薇	白微
白薇	白龙须
白薇	山烟根子
白薇	拉瓜瓢
白薇	白马薇
白檀	砒霜子
白檀	蛤蟆涎
白檀	白花茶
白檀	牛筋叶
白檀	檀花青
白丁香	雀苏
白丁香	雄雀矢
白丁香	青丹
白丁香	麻雀粪
白丁香	雄家雀粪
白马骨	路边金
白马骨	满天星
白马骨	路边鸡
白马骨	六月冷
白马骨	曲节草
白马骨	硬骨柴
白马骨	天星木
白马骨	凉粉草
白马骨	细牙家
白马骨	白点秤
白马骨	鸡骨头草
白马骨	鸡脚骨
白马骨	路边姜
白马骨	千年矮
白马骨	坐山虎
白马骨	千年树
白牛胆	毛老虎
白牛胆	猪耳风
白牛胆	大力黄
白牛胆	大力王
白牛胆	过山香
白牛胆	大麻香
白牛胆	毛柴胡
白牛胆	白面风
白牛胆	土蒙花
白牛胆	羊耳茶
白牛胆	毛茶
白牛膝	太极草
白牛膝	狗夺子
白牛膝	藤牛膝
白牛膝	短瓣石竹
白牛膝	狗京蔓
白牛膝	土牛膝
白牛膝	抽筋草
白毛蛇	草石蚕
白毛蛇	石蚕
白毛蛇	石奇蛇
白毛蛇	石祁蛇
白毛蛇	白伸筋
白毛蛇	石伸筋
白毛蛇	白毛岩蚕
白毛蛇	岩蚕
白毛蛇	老鼠尾
白毛蛇	墙蛇
白毛蛇	石蚯蚓
白毛蛇	飞线蜈蚣
白毛蛇	石岩蚕
白毛蛇	白花石蚕
白毛蛇	毛石蚕
白毛蛇	白毛骨碎补
白毛蛇	阴地蕨
白毛藤	苻
白毛藤	縠菜
白毛藤	鬼目草
白毛藤	白草
白毛藤	白幕
白毛藤	排风
白毛藤	排风草
白毛藤	天灯笼
白毛藤	和尚头草
白毛藤	望冬红
白毛藤	酸尖菜
白毛藤	排风藤
白毛藤	土防风
白毛藤	耳坠菜
白毛藤	金线绿毛龟草
白毛藤	葫芦草
白毛藤	毛风藤
白毛藤	蜀羊泉
白毛藤	毛相公
白毛藤	望风藤
白毛藤	毛千里光
白毛藤	毛秀才
白石花	石花
白石花	石衣
白石花	蛤蟆皮
白石脂	白符
白叶藤	铁边
白叶藤	蜈蚣草
白叶藤	篱尾蛇
白叶藤	藤羊角扭
白叶藤	母乳藤
白叶藤	对面笑
白仙茅	细叶刺参
白仙茅	刺参
白兰花	白缅花
白兰花	白木兰
白头翁	野丈人
白头翁	胡王使者
白头翁	白头公
白芷叶	葛麻
白花丹	山坡苓
白花丹	假茉莉
白花丹	千里及
白花丹	鸟面马
白花丹	白雪花
白花丹	野苜莉
白花丹	隔布草
白花丹	千槟榔
白花丹	照药
白花丹	白花皂药
白花丹	白花岩陀
白花丹	白花九股牛
白花丹	余笑花
白花丹	白花铁罗汉
白花丹	火灵丹
白花丹	猛老虎
白花菜	羊角菜
白花菜	屡析菜
白花菜	臭花菜
白花菜	臭豆角
白花菜	猪屎草
白花菜	五梅草
白花菜	白花仔草
白花藤	大发汗
白花藤	白藤
白花藤	大毛豆
白花藤	断肠叶
白花藤	活血大力王
白芥子	辣菜子
白苏子	荏子
白苏子	玉竹子
白苏叶	荏叶
白豆蔻	多骨
白豆蔻	壳蔻
白豆蔻	白蔻
白豆蔻	圆豆蔻
白豆蔻	扣米
白豆蔻	豆蔻
白饭树	白泡果
白饭树	白火炭
白饭树	鱼眼木
白饭树	鱼骨菜
白冷草	痨伤药
白冷草	冷水七
白冷草	冷水丹
白冷草	红冷草
白附子	禹白附
白附子	牛奶白附
白附子	野半夏
白附子	野慈菇
白附子	鸡心白附
白附子	麻芋子
白茅花	营花
白茅花	茅花
白茅花	茅盔花
白茅花	茅针花
白茅针	茅苗
白茅针	茅笋
白茅针	茅针
白茅针	茅锥
白茅针	茅蜜
白茅针	茅黄
白茅针	茅揠
白茅针	茅芽
白茅根	茅根
白茅根	兰根
白茅根	茹根
白茅根	地营
白茅根	地筋
白茅根	兼杜
白茅根	白茅营
白茅根	白花茅根
白茅根	丝茅
白茅根	万根草
白茅根	茅草根
白茅根	地节根
白茅根	坚草根
白茅根	甜草根
白茅根	丝毛草根
白茅根	寒草根
白松塔	松塔
白松塔	松球
白松塔	松果
白松塔	椁树核桃
白松塔	蛇皮松果
白松塔	白松果
白枪杆	根根药
白枪杆	大皮消
白枪杆	大树皮
白枪杆	毡帽老
白砂糖	石蜜
白砂糖	白糖
白砂糖	糖霜
白砂糖	白霜糖
白果叶	银杏叶
白果根	银杏根
白侧耳	梅花草
白侧耳	黄草
白侧耳	小白花
白侧耳	马蹄草
白侧耳	白耳菜
白侧耳	肺心草
白侧耳	白折耳
白侧耳	水折耳
白乳菇	羊脂菌
白乳菇	辣味乳菇
白乳菇	白奶浆菌
白乳菇	板栗菌
白乳菇	白蘑菇
白鱼尾	溪桃
白鱼尾	野桃
白鱼尾	杨波叶
白鱼尾	蒲羌癀
白鱼尾	白波越子
白鱼尾	白背枫
白鱼尾	白花醉鱼草
白鱼尾	白鸡公尾
白鱼尾	白背叶
白鱼尾	尖尾枫
白屈菜	地黄连
白屈菜	牛金花
白屈菜	土黄连
白屈菜	八步紧
白屈菜	断肠草
白屈菜	雄黄草
白屈菜	山黄连
白屈菜	假黄连
白屈菜	小野人血草
白屈菜	黄汤子
白屈菜	胡黄连
白屈菜	小黄连
白降丹	降丹
白降丹	降药
白降丹	水火丹
白带草	雀儿菜
白带草	野荠菜
白带草	米花香荠菜
白草莓	白泡儿
白草莓	白蔗
白草莓	白蒲草
白草莓	三匹风
白草莓	野杨梅
白草莓	草莓
白草莓	白地莓
白药子	白药
白药子	白药根
白药子	山乌龟
白栎蔀	白栎蒲
白背叶	白鹤叶
白背叶	白面戟
白背叶	白面风
白背叶	白桃叶
白独活	独活
白独活	朱噶尔
白独活	法洛海
白独活	白羌活
白独活	藏当归
白独活	香白芷
白首乌	隔山消
白首乌	白何乌
白首乌	白何首乌
白首乌	隔山撬
白扁豆	藕豆
白扁豆	白稿豆
白扁豆	南扁豆
白扁豆	沿篱豆
白扁豆	蛾眉豆
白扁豆	羊眼豆
白扁豆	膨皮豆
白扁豆	茶豆
白扁豆	小刀豆
白扁豆	树豆
白扁豆	藤豆
白扁豆	火镰扁豆
白扁豆	眉豆
白珠树	老虎尿
白珠树	老虎面
白珠树	满山香
白桄子	白脖
白桄子	白泡
白桄子	白草莓
白桄子	白糯米泡
白桄子	白酒泡
白桄子	白蒲草
白桄子	路线草
白鸭肉	鹜肉
白脂麻	白油麻
白脂麻	白胡麻
白狼毒	菌茹
白狼毒	屈据
白狼毒	离娄
白狼毒	白菌茹
白狼毒	草菌茹
白狼毒	漆头简茹
白狼毒	狼毒
白狼毒	黄皮狼毒
白浆藤	南山藤
白浆藤	假夜来香
白浆藤	通光散
白浆藤	奶浆藤
白浆藤	小木通
白浆藤	通关散
白浆藤	中华假夜来香
白浆藤	乌骨藤
白浆藤	萝莫藤
白浆藤	隔山撬
白浆藤	白丝藤
白浆藤	刀愈药
白酒草	刀口药
白酒草	酒药草
白酒草	小白酒草
白酒草	石青菜
白酒草	毛青菜
白酒草	毛柴胡
白接骨	玉龙盘
白接骨	无骨苎麻
白接骨	玉梗半枝莲
白接骨	玉接骨
白接骨	血见愁
白接骨	玉钱草
白接骨	麒麟草
白接骨	玉连环
白接骨	接骨丹
白接骨	接骨草
白接骨	猢狲节根
白接骨	金不换
白接骨	华阿西达
白绿叶	羊奶果
白绿叶	羊肋树
白绿叶	羊奶奶
白绿叶	小羊奶果
白鹅膏	白鹅脂
白粱米	白米
白鲜皮	藓皮
白鲜皮	北鲜皮
白鲜皮	野花椒根皮
白鲜皮	臭根皮
白辣蓼	蓼子草
白辣蓼	马蓼
白辣蓼	假长尾叶蓼
白辣蓼	山蓼
白蝶花	兔耳草
白蝶花	和气草
白蝶花	土玉竹
白蝶花	鸡卵参
白僵蚕	僵蚕
白僵蚕	天虫
白僵蚕	僵虫
白僵蚕	白僵虫
白薯莨	白米茹粮
白薯莨	山仆薯
白薯莨	山薯
白薯莨	板薯
白薯莨	地遍
白土茯苓	白草芸
白土茯苓	白土苓
白土茯苓	土茯苓
白马阴茎	白马茎
白云花根	独活
白云花根	云南独活
白云花根	羌活骨
白云花根	羌活
白云花根	土全归
白云花根	岩川
白云花根	白云花
白云花根	滇独活
白云花根	香白芷
白云花根	鹤庆独活
白牛尾七	印度大黄
白牛尾七	山大黄
白牛尾七	牛尾七
白牛尾七	大岩七
白牛胆根	山白芷
白牛胆根	土白芷
白牛胆根	小茅香
白牛胆根	寻骨风
白牛胆根	铁杆香
白牛胆根	白面风根
白毛藤根	排风藤根
白叶火草	白背艾
白叶火草	火门艾
白叶火草	大叶艾
白叶火草	满山香
白叶火草	大白叶子火草
白花菜子	臭花菜籽
白杨树皮	白杨皮
白杨树皮	山杨皮
白豆蔻壳	豆蔻壳
白豆蔻壳	白蔻衣
白饭树根	薏米强
白饭树根	鱼眼根
白沙虫药	痢药
白沙虫药	方茎紫苏
白沙虫药	鸡苏
白沙虫药	假荨麻
白沙虫药	烂脚草
白沙虫药	臭蒿子
白鸡屎藤	飞龙接骨
白鸡屎藤	青龙跌打
白刺花叶	苦刺枝叶
白屈菜根	小人血七
白背三七	大肥牛
白背三七	土生地
白背三七	白仔菜药
白背三七	散血姜
白背三七	土田七
白背三七	白血皮菜
白背三七	胡豆七
白背三七	胖儿草
白背三七	大绿叶
白背三七	接骨丹
白背三七	鸡菜
白背三七	白番苋
白背三七	白红菜
白背三七	疗拔
白背三七	叉花三七
白骨走马	绒果海木
白荷花露	白莲花露
白桂木根	将军树根
白透骨消	透骨消
白透骨消	连钱草
白透骨消	活血丹
白透骨消	见肿消
白猪鼻孔	白侧耳
白猪鼻孔	圆叶戟菜
白鹤灵芝	癣草
白鹤灵芝	白鹤灵芝草
白鹤灵芝	假红蓝
白鹤藤根	白膏药根
白螺蛳壳	白螺壳
白螺蛳壳	鬼眼睛
白簕枝叶	白茨叶
白簕枝叶	白勒远
白毛夏枯草	雪里青
白毛夏枯草	见血青
白毛夏枯草	白头翁
白毛夏枯草	退血草
白毛夏枯草	散血草
白毛夏枯草	白夏枯草
白毛夏枯草	散血丹
白毛夏枯草	白毛串
白毛夏枯草	白喉草
白毛夏枯草	白调羹
白毛夏枯草	朋花
白毛夏枯草	雪里开花
白毛夏枯草	青石藤
白毛夏枯草	天青地红
白毛夏枯草	叶下红
白毛夏枯草	爬爬草
白毛夏枯草	活血草
白毛夏枯草	地龙胆
白毛夏枯草	筋骨草
白头翁茎叶	白头翁草
白花映山红	白映山红
白花映山红	白艳山红
白花鬼针草	金杯银盏
白花鬼针草	金盏银盆
白花鬼针草	盲肠草
白花蛇舌草	蛇舌草
白花蛇舌草	矮脚白花蛇利草
白花蛇舌草	蛇舌癀
白花蛇舌草	目目生珠草
白花蛇舌草	节节结蕊草
白花蛇舌草	鹤哥利
白花蛇舌草	千打捶
白花蛇舌草	羊须草
白花蛇舌草	蛇总管
白花蛇舌草	鹤舌草
白花蛇舌草	细叶柳子
白花蛇舌草	甲猛草
白花蛇舌草	蛇针草
白花蛇舌草	白花十字草
白花蛇舌草	尖刀草
白花蛇舌草	珠仔草
白花蛇舌草	定经草
白花蛇舌草	小叶锅巴草
白花甜蜜蜜	白花夏枯草
白花甜蜜蜜	白甜蜜蜜
白花甜蜜蜜	蜜罐罐
白花猪母菜	蛇鳞菜
白花猪母菜	白线草
白花鹅掌柴	汉桃叶
白花鹅掌柴	广西鹅掌柴
白花鹅掌柴	七叶莲
白果槲寄生	欧寄生
白皮锦鸡儿花	金雀花
白皮锦鸡儿花	锦鸡儿花
瓜子金	丁蒿
瓜子金	苦远志
瓜子金	金锁匙
瓜子金	神砂草
瓜子金	地藤草
瓜子金	远志草
瓜子金	竹叶地丁
瓜子金	铁线风
瓜子金	瓜子莲
瓜子金	女儿红
瓜子金	小丁香
瓜子金	蓝花地丁
瓜子金	金牛草
瓜子金	直立地丁
瓜子金	紫花地丁
瓜子金	苦草
瓜子金	七寸金
瓜子金	纳仔草
瓜子金	铁钓竿
瓜子金	铁甲草
瓜子金	紫金花
瓜子藤	念珠藤
瓜子藤	阿利藤
瓜子藤	瓜子英
瓜子藤	过山香
瓜子藤	春根藤
瓜子藤	瓜子金
瓜子藤	七里香
瓜子藤	香藤
瓜子藤	猪油藤
丛毛榕根	母猪精
丛毛榕根	铁牛入石
丛毛榕根	小叶钻石风
冬瓜	白瓜
冬瓜	水芝
冬瓜	蒸
冬瓜	蔬垣
冬瓜	白冬瓜
冬瓜	地芝
冬瓜	濮瓜
冬瓜	蔬蔬
冬瓜	东瓜
冬瓜	枕瓜
冬菇	构菌
冬菇	金钱菌
冬菇	毛脚金钱菌
冬菇	冻菌
冬菇	朴孤
冬菇	冬蘑
冬菇	金针菇
冬瓜子	白瓜子
冬瓜子	瓜子
冬瓜子	瓜瓣
冬瓜子	冬瓜仁
冬瓜子	瓜犀
冬瓜皮	白瓜皮
冬瓜皮	白东瓜皮
冬瓜瓤	冬瓜练
冬里麻	红烟
冬里麻	柳梅
冬里麻	水麻根
冬里麻	水麻柳
冬里麻	水苏麻
冬里麻	大水麻
冬里麻	水麻秧
冬青子	冬青实
冬青子	冻青树子
冬凌草	山香草
冬凌草	破血丹
冬凌草	雪花草
冬凌草	野藿香
冬葵子	葵子
冬葵子	葵菜子
冬葵叶	冬葵苗叶
冬葵叶	蓍葵叶
冬葵叶	冬苋菜
冬葵叶	芪菜巴巴叶
冬葵根	葵根
冬葵根	土黄耆
冬虫夏草	夏草冬虫
冬虫夏草	虫草
冬里麻根	水麻柳根
鸟不企	鸟不服
鸟不企	红心茨江亩
鸟不企	老鸦拍
鸟不企	惚木
鸟不企	鹰不拍
鸟不企	大叶鸟不企
鸟不企	刺老苞根
鸟不企	雀不站
鸟不企	大鹰不扑
鸟不企	刺惚
鸟不企	鹊不踏
鸟不企	细号刺葱
鸟不企	刺葱树
鸟不企	刺葱
包袱七	半碗水
包袱七	铁骨散
包袱七	包袱莲
包袱七	一块砖
包袱七	荷叶莲
玄参	重台
玄参	正马
玄参	玄台
玄参	鹿肠
玄参	鬼藏
玄参	端
玄参	咸
玄参	逐马
玄参	馥草
玄参	黑参
玄参	野脂麻
玄参	元参
玄参	山当归
玄明粉	白龙粉
玄明粉	风化消
玄明粉	元明粉
玄精石	太阴玄精
玄精石	太阴玄精石
玄精石	太乙玄精石
玄精石	阴精石
玄精石	玄英石
玄精石	龟背玄精石
兰花	幽兰
兰花	蕙
兰花	兰蕙
兰花叶	兰叶
兰花参	土参
兰花参	细叶沙参
兰花参	金线吊葫芦
兰花参	娃儿草
兰花参	乳浆草
兰花参	拐棍参
兰花参	罐罐草
兰花参	蛇须草
兰花参	沙参草
兰花参	破石珠
兰花参	鼓捶草
兰花参	金线草
兰花参	天蓬草
兰花参	葫芦草
兰花参	寒草
兰花参	霸王草
兰花参	一窝鸡
兰花参	小绿细辛
兰花根	土续断
兰花根	兰根
兰花根	幽兰根
兰花根	山兰
兰花根	香花草
兰花根	兰花草
兰香草	石将军
兰香草	紫罗球
兰香草	婆绒花
兰香草	石母草
兰香草	九层楼
兰香草	野薄荷
兰香草	茵陈草
兰香草	节节花
兰香草	山薄荷
兰香草	独脚球
兰香草	紫罗球
兰香草	野仙草
兰香草	避蛇虫
兰香草	石仙草
兰香草	血汗草
兰香草	小六月寒
兰香草	九层塔
兰花石参	岩兰花
兰花石参	鸡肉参
兰花石参	土沙参
兰花石参	紫花参
兰花石参	小石参
兰花石参	土桔梗
兰花石参	山鹅儿肠
兰花石参	土人参
兰花双叶草	花叶两块瓦
兰花双叶草	蚌壳草
兰花双叶草	翻天印
半夏	水玉
半夏	地文
半夏	和姑
半夏	守田
半夏	示姑
半夏	羊眼半夏
半夏	地珠半夏
半夏	麻芋果
半夏	三步跳
半夏	泛石子
半夏	老和尚头
半夏	老敌头
半夏	地巴豆
半夏	无心菜根
半夏	老敌眼
半夏	地雷公
半夏	狗芋头
半边苏	野鱼香
半边苏	野苏
半边苏	火胡麻
半边莲	急解索
半边莲	蛇利草
半边莲	细米草
半边莲	蛇舌草
半边莲	鱼尾花
半边莲	半边菊
半边莲	半边旗
半边莲	奶儿草
半边莲	半边花
半边莲	箭豆草
半边莲	顺风旗
半边莲	单片芽
半边莲	肺经草
半边莲	小莲花草
半边莲	绵蜂草
半边莲	吹血草
半边莲	腹水草
半边莲	疳积草
半边莲	白腊滑草
半边莲	金菊草
半边莲	金鸡舌
半边莲	片花莲
半边莲	偏莲
半边莲	瓜仁草
半边莲	蛇啄草
半边钱	罗蕴草
半边钱	钱凿草
半边钱	土豆草
半边钱	纱帽草
半边钱	蝴蝶草
半边钱	马蹄金
半边钱	马蹄香
半边旗	半边莲
半边旗	半边蕨
半边旗	半凤尾草
半边旗	半边风药
半边旗	凤凰尾巴草
半边旗	单边旗
半边旗	半边梳
半枝莲	狭叶韩信草
半枝莲	通经草
半枝莲	紫连草
半枝莲	并头草
半枝莲	牙刷草
半枝莲	水韩信
半枝莲	溪边黄芩
半枝莲	金挖耳
半枝莲	野夏枯草
半枝莲	方草儿
半枝莲	半向花
半枝莲	偏头草
半枝莲	四方草
半枝莲	耳挖草
半枝莲	小号向天盏
半枝莲	狭叶向天盏
半春莲	半层莲
半春莲	大叶黄龙缠树
半春莲	野苞芦
半春莲	蜻蜓兰
半春莲	龙珠参
半春莲	山豆芽
半春莲	狼扇
半春莲	虎头蕉
半枫荷根	枫荷桂
半枫荷根	半边枫荷
半枫荷根	阴阳叶
半枫荷根	三不怕
半枫荷根	铁巴掌
半枫荷根	白背枫
半枫荷根	半梧桐
半枫荷根	番张麻
半枫荷根	大叶半枫荷
半蒴苣苔	山白菜
半蒴苣苔	天目降龙草
半蒴苣苔	石芄菜
半蒴苣苔	尿桶草
头巾草	山麻子
头巾草	半枝莲
头发七	黑丝草
头发七	人头七
头发七	黑丝带
头顶一颗珠	玉儿七
头顶一颗珠	佛手七
头顶一颗珠	黄花三七
头顶一颗珠	芋儿七
头顶一颗珠	狮儿七
汉中防己	防己
汉中防己	解离
汉中防己	木防己
汉中防己	解燕
汉中防己	石解
宁波溲疏	老鼠竹
宁波溲疏	空心副常山
宁波溲疏	细叶空心柴
宁波溲疏	水杆柴
奶汁树	下乳草
奶汁树	山沉香
奶浆参	还阳参
奶浆参	天竹参
奶浆参	万丈深
奶浆参	马尾参
奶浆柴胡	竹叶青
奶浆柴胡	岔子菜
奶浆柴胡	小粘连
奶浆柴胡	细防风
奴柘刺	房着刺
奴柘刺	勒路子
皮哨子	菩提珠
发痧藤	过山龙
发痧藤	惊风红
发痧藤	夜牵牛
发痧藤	虎三头
发痧藤	大木菊
发痧藤	软骨山川
对虾	海虾
对虾	野虾
对虾	明虾
对虾	大虾
对对参	小鸡腿
对对参	鸡肾参
对虾壳	海虾壳
对叉疗药	叉痔草
对叉疗药	飞蛾草
对叉疗药	半边风
对叉疗药	燕尾草
对叉疗药	燕子尾
对叉疗药	老鼠铃
对叉疗药	蝴蝶暗消
对叉疗药	马蹄暗消
对叉疗药	锅铲叶
对马耳蕨	毛脚鸡
对节树根	小红米果根
对叶四块瓦	四叶对
对叶四块瓦	四块瓦
对叶四块瓦	四叶一枝花
对叶四块瓦	四大天王
对叶四块瓦	四叶金
对叶四块瓦	四大王
对叶四块瓦	四对金
对叶四块瓦	对对剪
对叶四块瓦	四天王
对叶四块瓦	四门天王
对叶四块瓦	四叶箭
台湾榕	长叶牛奶树
台湾榕	水牛奶
台湾榕	狗奶木
台湾榕	羊屎木
母草	四方拳草
母草	蛇通管
母草	气痛草
母草	四方草
母草	小叶蛇针草
母草	铺地莲
母草	开怀草
母草	水辣椒
母草	齿叶母草
母草	蝴蝶翼
母草	毛毯草
母草	细牛毒
母菊	洋甘菊
母丁香	鸡舌香
母丁香	亭灵独生
母丁香	雌丁香
幼鼠	未毛鼠
幼油草	高墩草
幼油草	日本花点草
幼油草	小九龙盘
辽瓦松	瓦松
辽瓦松	于滴落
辽瓦松	酸塔
辽瓦松	酸溜溜
丝瓜	天丝瓜
丝瓜	天罗
丝瓜	蛮瓜
丝瓜	绵瓜
丝瓜	布瓜
丝瓜	天罗瓜
丝瓜	鱼滋
丝瓜	天吊瓜
丝瓜	纯阳瓜
丝瓜	天络丝
丝瓜	天罗布瓜
丝瓜	虞刺
丝瓜	洗锅罗瓜
丝瓜	天罗絮
丝瓜	纺线
丝瓜	天骷髅
丝瓜	菜瓜
丝瓜子	乌牛子
丝瓜叶	虞刺叶
丝瓜络	天萝筋
丝瓜络	丝瓜网
丝瓜络	丝瓜壳
丝瓜络	瓜络
丝瓜络	絮瓜瓤
丝瓜络	天罗线
丝瓜络	丝瓜筋
丝瓜络	丝瓜瓤
丝瓜络	千层楼
丝瓜络	丝瓜布
丝瓜蒂	甜丝瓜蒂
丝茅七	鸦葱
丝茅七	茅草细辛
丝茅七	毛草七
丝茅七	倒扎草根
丝茅七	倒扎花
丝茅七	条参
丝茅七	水防风
丝茅七	仙茅参
丝茅七	猪尾巴
丝茅七	羊奶子
丝茅七	水风
丝茅七	独脚茅草
丝带蕨	木兰金
丝带蕨	木莲金
丝棉木	鸡血兰
丝棉木	白桃树
丝棉木	野杜仲
丝棉木	白樟树
丝棉木	南仲根
吉祥草	洋吉祥草
吉祥草	解晕草
吉祥草	广东万年青
吉祥草	松寿兰
吉祥草	结实兰
吉祥草	竹叶草
吉祥草	佛顶珠
吉祥草	竹叶青
吉祥草	玉带草
吉祥草	九节莲
吉祥草	小青胆
吉祥草	小九龙盘
吉祥草	软筋藤
吉祥草	竹节伤
吉祥草	竹根七
吉祥草	观音草
吉祥草	地蜈蚣
老龙皮	老龙七
老龙皮	石龙皮
老龙皮	石龙衣
老头草	火绒草
老君须	婆婆针线包
老君须	婆婆针袋儿
老君须	正骨草
老君须	婆婆衣
老君须	绒针
老君须	白薇
老君须	牛角风
老君须	九连台
老君须	犀角细辛
老君须	川白薇
老君须	细根白薇
老鸦柿	牛奶柿
老鸦柿	丁香柿
老鸦柿	月月有
老鸦柿	枝柿
老鸦柿	丁季李
老鸦柿	拳李
老鸦柿	大肚老姆
老鸦柿	颠和尚
老鸦柿	糯米饭刺
老鸦柿	苦李
老鸦柿	猴总子
老蜗生	天蓝
老蜗生	接筋草
老蜗生	黄花马豆草
老蜗生	金花菜
老蜗生	野花生
老蜗生	清酒缸
老蜗生	地梭罗
老蜗生	三三光
老蜗生	小黄花草
老鼠瓜	苦瓜
老鼠瓜	野西瓜
老鼠瓜	抗旱草
老鼠刺	刺楸子
老鼠刺	三尖角刺
老鼠刺	相枕刺
老鼠刺	雀不站
老鼠筋	老鼠怕
老鼠筋	老鼠第
老鼠筋	软骨牡丹
老鹳草	五叶草
老鹳草	老官草
老鹳草	五瓣花
老鹳草	老贯草
老鹳草	天罡草
老鹳草	五叶联
老鹳草	破铜钱
老鹳草	老鹬筋
老鹳草	贯筋
老鹳草	五齿耙
老鹳草	老辞嘴
老鹳草	鹌子嘴
老枪谷叶	尾穗苋叶
地乌	蜈蚣三七
地乌	地雷
地乌	黑地雷
地乌	金串珠
地龙	蚯蚓
地龙	螼
地龙	蜿
地龙	堅蚕
地龙	怨蟺
地龙	丘蜿
地龙	蜷端
地龙	蜿壇
地龙	引无
地龙	附蚓
地龙	寒蚓
地龙	曲壇
地龙	曲鳝
地龙	土龙
地龙	地龙子
地龙	朐腮
地龙	土壇
地龙	虫鳝
地星	米屎菰
地星	地蜘蛛
地星	量湿地星
地星	土星菌
地星	大孤
地胆	玩青
地胆	杜龙
地胆	青虹
地胆	蛇要
地胆	青蟊
地胆	青蟾
地蚕	土虫草
地蚕	土冬虫草
地蚕	白冬虫草
地蚕	白虫草
地蚕	肺痨草
地蚕	土石蚕
地钱	脓痂草
地钱	地浮萍
地钱	一团云
地钱	地梭罗
地钱	地龙皮
地钱	龙眼草
地笋	泽兰根
地笋	地瓜儿
地笋	地瓜
地笋	地蚕子
地笋	地笋子
地笋	地藕
地笋	野三七
地笋	水三七
地笋	早藕
地浆	土浆
地浆	地浆水
地态	山地态
地态	地茄
地态	铺地锦
地态	地吉桃
地态	地葡萄
地态	地红花
地态	金头石榴
地态	地石榴
地态	铺地态
地态	红地茄
地态	落地稔
地态	地稔藤
地态	矮脚补翁
地态	杜茄
地态	土地榆
地态	小号埔淡
地态	铺地粘
地椒	地花椒
地椒	山椒
地椒	山胡椒
地筋	营根
地筋	土筋
地筋	黄营
地筋	毛针子草
地榆	酸赭
地榆	豚榆系
地榆	白地榆
地榆	鼠尾地榆
地榆	西地榆
地榆	地芽
地榆	野升麻
地榆	马连鞍
地榆	花椒地榆
地榆	水橄榄根
地榆	线形地榆
地榆	水槟榔
地榆	山枣参
地榆	蕨苗参
地榆	红地榆
地榆	岩地皮
地榆	血箭草
地榆	黄瓜香
地锦	地噤
地锦	常春藤
地锦	土鼓藤
地锦	红葡萄藤
地锦	红葛
地锦	大风藤
地锦	过风藤
地锦	三角枫藤
地锦	蝙蝠藤
地锦	爬岩虎
地锦	野枫藤
地锦	日光子
